"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Harry Lawson","I just brought this keyboard to put in my gaming setup and it looks amazing and the rgb looks so good and the overall quality is just great i give this keyboard a 10/10","Verified Purchase","Reviewed in Australia on 16 February 2024","4.6 out of 5 stars"
"2","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","PookieLooni","over all very cute keyboard sounds really nice, pretty loud though and nice soft push back on the keys. Awesome colour didn't expect it to be so bright and easy set up defiantly recommend","Verified Purchase","Reviewed in Australia on 9 November 2023","5.0 out of 5 stars"
"3","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Emma","this keyboard is absolutely adorable! the software (you need to download it from redragon's website) is very easy to use!the default switches are quite loud, but not bad. i might end up switching them, but for now they're nice!!the rgb is also very bright and very pretty!! the keycaps are very cute and the pink is a wonderful pastel colour!!overall a delightful keyboard, i cant wait to use it more! ♡⸜(˃ ᵕ ˂ )⸝","Verified Purchase","Reviewed in Australia on 21 April 2023","5.0 out of 5 stars"
"4","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Claire","The keyboard is smaller then i expected but that’s okay i guess. I bought it for the aesthetic so it doesn’t bother me to much. it’s very easy to assemble the rbg lights and it’s adorable how the coloured keys are set out. One concern is it looks second hand, there’s a lot of dirt marks that i can’t seem to wipe off and a lot of dusty stuff in between my keys as if it’s been used a lot then just returned and sold to me. i don’t appreciate spending quite abit of money for it to be a scam and previously been owned. defeats the purpose of buying anything on this app. It is not hard to sell items brand new where you’ll get more happy customers. ty.","Verified Purchase","Reviewed in Australia on 11 September 2023","5.0 out of 5 stars"
"5","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Michael Gigli","Feels Ike a quality product","Verified Purchase","Reviewed in Australia on 20 January 2024","4.0 out of 5 stars"
"6","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","tim keleher","very good","Verified Purchase","Reviewed in Australia on 9 February 2024","5.0 out of 5 stars"
"7","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Alisa","Using keyboard as a backup - quiet and soft keyboard. Product is as described.","Verified Purchase","Reviewed in Australia on 5 September 2023","5.0 out of 5 stars"
"8","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Samantha D.","The media could not be loaded.
                
            
                
            
            
        
    
    
Love the switches on this keyboard.Solidly built, RGB is fantastic, can make it do whatever you like in Redragon app. Would recommend to anyone","Verified Purchase","Reviewed in Australia on 11 August 2023","5.0 out of 5 stars"
"9","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Pretty good keyboard","The sound and rgb and customization for this keyboard was amazing, the only bad thing about the keyboard was how it felt very plastic","Verified Purchase","Reviewed in Australia on 10 July 2023","5.0 out of 5 stars"
"10","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","naomi vando","Really good switchs it sounds amazing it's done me well with gaming and work overall really good keyboard for the price","Verified Purchase","Reviewed in Australia on 4 August 2023","4.0 out of 5 stars"
"11","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","leanne bowden","This keyboard is great for the price and if your just doing work or typing it is great for you, but for gaming I feel like it can be faster and the switches could be better. Comes with extra pair of switches.","Verified Purchase","Reviewed in Australia on 8 November 2022","4.6 out of 5 stars"
"12","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Rabbit","The media could not be loaded.
                
            
                
            
            
        
    
    
Good build quality and lots of lighting options to play with. And yes it is proper rgb not fake so you can customise the colours","Verified Purchase","Reviewed in Australia on 23 May 2023","4.0 out of 5 stars"
"13","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Rabbit","works amazing and the looks r great!","Verified Purchase","Reviewed in Australia on 15 May 2023","5.0 out of 5 stars"
"14","Electronics","Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Hot-Swap Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","chey","it’s so good","Verified Purchase","Reviewed in Australia on 6 April 2023","5.0 out of 5 stars"
