"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Bags","JW PEI Women's Joy Shoulder Bag","Gerardo Elizondo","Muy bonita y practica. La compre para mi hija y es un producto de muy buena calidad. Entrega rapida y puntual.Volveria a comprar A+++","Verified Purchase","Reviewed in Mexico on 8 February 2024","4.7 out of 5 stars"
"2","Bags","JW PEI Women's Joy Shoulder Bag","Mas jono","Good quality","Verified Purchase","Reviewed in Japan on 21 March 2024","5.0 out of 5 stars"
"3","Bags","JW PEI Women's Joy Shoulder Bag","Cliente Amazon","A bolsa chegou super rápido e super bem embalada! Compraria de novo","Verified Purchase","Reviewed in Spain on 11 June 2023","5.0 out of 5 stars"
"4","Bags","JW PEI Women's Joy Shoulder Bag","Maria Fernanda Garcia Montilla","So practical. It has a really good closing mechanism, very anti-theft plus a good storage space and sooo many people have stopped me in the street to ask where the bag is from!","Verified Purchase","Reviewed in the United States on 7 March 2024","5.0 out of 5 stars"
"5","Bags","JW PEI Women's Joy Shoulder Bag","Lívia R.","A bolsa é linda! O único ponto é que a compra foi taxada na alfândega, mas entrei em contato com o vendedor e eles foram muito solícitos e reembolsaram o valor que paguei na taxa. Chegou antes do prazo, apesar do imprevisto.","Verified Purchase","Reviewed in Brazil on 30 January 2024","5.0 out of 5 stars"
"6","Bags","JW PEI Women's Joy Shoulder Bag","Lívia R.","Très jolie sac fait son effet,  raffiné et classe","Verified Purchase","Reviewed in France on 18 October 2022","5.0 out of 5 stars"
"7","Bags","JW PEI Women's Joy Shoulder Bag","Fathia","Borsa molto bella di ottima fattura.","Verified Purchase","Reviewed in Italy on 15 February 2024","5.0 out of 5 stars"
"8","Bags","JW PEI Women's Joy Shoulder Bag","Gemmazeta","Exactly as pictured. This bag is well made and super cute. It fits your phone and everything you n but is still small enough for a night out. It’s perfect!","Verified Purchase","Reviewed in Canada on 27 December 2023","5.0 out of 5 stars"
"9","Bags","JW PEI Women's Joy Shoulder Bag","Janet Briscoe","Diese Tasche sieht sooooo stylisch aus! Ich trage sie sehr gerne!","Verified Purchase","Reviewed in Germany on 9 December 2023","5.0 out of 5 stars"
"10","Bags","JW PEI Women's Joy Shoulder Bag","Amazon Kunde","I ordered it as a gift for my girlfriend, everything fine. Really good quality","Verified Purchase","Reviewed in the United Kingdom on 29 May 2023","5.0 out of 5 stars"
"11","Bags","JW PEI Women's Joy Shoulder Bag","Kindle Customer","It feels like really good quality and it’s the perfect size. It fits nicely as a shoulder bag and it’s also so cute! The gold accents don’t look cheap at all. It also comes inside a protective bag. Love it!","Verified Purchase","Reviewed in Canada on 22 November 2023","4.7 out of 5 stars"
"12","Bags","JW PEI Women's Joy Shoulder Bag","Kindle Customer","Hermosa , tal como la fotole cabe lo necesario","Verified Purchase","Reviewed in Mexico on 12 January 2024","5.0 out of 5 stars"
"13","Bags","JW PEI Women's Joy Shoulder Bag","MariaFernanda","Wow I love this bag! It’s so cute, fits everything you need, and doesn’t slip off your shoulder!!! Nice quality and is stylish. 10/10! Buy it!!!","Verified Purchase","Reviewed in the United States on 3 March 2024","5.0 out of 5 stars"
"14","Bags","JW PEI Women's Joy Shoulder Bag","Kim Owen","Super","Verified Purchase","Reviewed in Germany on 11 August 2023","5.0 out of 5 stars"
"15","Bags","JW PEI Women's Joy Shoulder Bag","Mykhailo","Amazing quality and came really quickly! Fits a fair amount in and love the adjustable strap.","Verified Purchase","Reviewed in the United Kingdom on 7 October 2022","5.0 out of 5 stars"
"16","Bags","JW PEI Women's Joy Shoulder Bag","Mykhailo","La borsa è fatta benissimo, resistente e di qualità.Le dimensioni sono piccine,  nella borsa entra giusto il telefono e il portafoglio, le chiavi solo se non avete gingilli attaccati. A me piace moltissimo, sia per la dimensione che per il design che è molto moderno ma soprattutto per la qualità, so di avere fatto un acquisto molto duraturo, vi consiglio il marchio a prescindere se vi piaccia questo modello o meno!","Verified Purchase","Reviewed in Italy on 21 March 2023","5.0 out of 5 stars"
"17","Bags","JW PEI Women's Joy Shoulder Bag","Jemma","Linda bolsa, produto de excelente qualidade, me surpreendeu positivamente!","Verified Purchase","Reviewed in Brazil on 2 February 2024","5.0 out of 5 stars"
"18","Bags","JW PEI Women's Joy Shoulder Bag","Lumhiriel","È bellissima, ottimo rapporto qualità ~ prezzo. Senza scordare che si tratta anche di una marca attenta all’ecosostenibilità, è pelle vegan 😍","Verified Purchase","Reviewed in Italy on 5 July 2023","5.0 out of 5 stars"
